country,city,neighbourhood_group_cleansed,neighbourhood_cleansed,id
Germany,Berlin,Mitte,Regierungsviertel,358746
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,359917
Germany,Berlin,Mitte,Brunnenstr. Süd,361487
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,362701
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,362874
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,363413
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,363454
Germany,Berlin,Mitte,Moabit West,366094
Germany,Berlin,Mitte,Moabit West,367182
Germany,Berlin,Mitte,Moabit West,367634
Germany,Berlin,Neukölln,Rixdorf,370561
Germany,Berlin,Steglitz - Zehlendorf,Ostpreußendamm,377304
Germany,Berlin,Pankow,Pankow Süd,380281
Germany,Berlin,Reinickendorf,Nord 1,380384
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,382008
Germany,Berlin,Mitte,Brunnenstr. Süd,385059
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,387607
Germany,Berlin,Neukölln,Reuterstraße,393598
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,395063
Germany,Berlin,Pankow,Prenzlauer Berg Ost,398011
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,398962
Germany,Berlin,Neukölln,Schillerpromenade,399312
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,400642
Germany,Berlin,Steglitz - Zehlendorf,Schloßstr.,400832
Germany,Berlin,Neukölln,Schillerpromenade,400898
Germany,Berlin,Pankow,Helmholtzplatz,401242
Germany,Berlin,Pankow,Helmholtzplatz,404175
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,408756
Germany,Berlin,Mitte,Alexanderplatz,409846
Germany,Berlin,Neukölln,Rixdorf,410020
Germany,Berlin,Neukölln,Rixdorf,412418
Germany,Berlin,Neukölln,Schillerpromenade,414277
Germany,Berlin,Mitte,Brunnenstr. Nord,415218
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,417143
Germany,Berlin,Mitte,Alexanderplatz,420114
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Südwest,421236
Germany,Berlin,Mitte,Brunnenstr. Süd,425411
Germany,Berlin,Mitte,Brunnenstr. Süd,425487
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,427854
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,429677
Germany,Berlin,Mitte,Regierungsviertel,431149
Germany,Berlin,Pankow,Karow,431343
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,431652
Germany,Berlin,Pankow,Prenzlauer Berg Süd,432460
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,432938
Germany,Berlin,Reinickendorf,Nord 2,434209
Germany,Berlin,Charlottenburg-Wilm.,Westend,436385
Germany,Berlin,Pankow,Helmholtzplatz,439089
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,439613
Germany,Berlin,Pankow,Prenzlauer Berg Süd,439631
Germany,Berlin,Pankow,Helmholtzplatz,446975
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,447524
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,450325
Germany,Berlin,Mitte,Brunnenstr. Süd,452164
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Nord,456839
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,456902
Germany,Berlin,Pankow,Karow,458586
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,458608
Germany,Berlin,Pankow,Helmholtzplatz,458800
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,462459
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,464324
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,466983
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,469084
Germany,Berlin,Neukölln,Schillerpromenade,471495
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,473386
Germany,Berlin,Mitte,Wedding Zentrum,474830
Germany,Berlin,Neukölln,Reuterstraße,476077
Germany,Berlin,Pankow,Helmholtzplatz,477515
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,477744
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,478015
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,480624
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,484506
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,485726
Germany,Berlin,Mitte,Alexanderplatz,486192
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,487938
Germany,Berlin,Neukölln,Schillerpromenade,488161
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,491336
Germany,Berlin,Mitte,Alexanderplatz,493072
Germany,Berlin,Mitte,Alexanderplatz,493539
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,494492
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,495435
Germany,Berlin,Mitte,Brunnenstr. Süd,499342
Germany,Berlin,Mitte,Brunnenstr. Süd,499353
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,500641
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,501735
Germany,Berlin,Mitte,Brunnenstr. Süd,502598
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,506730
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,507671
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,507770
Germany,Berlin,Pankow,Helmholtzplatz,509432
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,510715
Germany,Berlin,Neukölln,Reuterstraße,510987
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,511935
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,512476
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,514246
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,515145
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,517425
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,517990
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,519356
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,519671
Germany,Berlin,Pankow,Helmholtzplatz,520538
Germany,Berlin,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,523052
Germany,Berlin,Pankow,Prenzlauer Berg Süd,525162
Germany,Berlin,Mitte,Alexanderplatz,530315
Germany,Berlin,Neukölln,Rixdorf,530527
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,532687
Germany,Berlin,Mitte,Moabit West,533155
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,533523
Germany,Berlin,Mitte,Alexanderplatz,533864
Germany,Berlin,Mitte,Wedding Zentrum,534415
Germany,Berlin,Neukölln,Schillerpromenade,534931
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,537442
Germany,Berlin,Pankow,Prenzlauer Berg Nord,538871
Germany,Berlin,Pankow,Helmholtzplatz,540705
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,541020
Germany,Berlin,Steglitz - Zehlendorf,Albrechtstr.,541288
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,541569
Germany,Berlin,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,542316
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,542674
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,544553
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,545037
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,545065
Germany,Berlin,Mitte,Wedding Zentrum,550445
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,550621
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,550727
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,551644
Germany,Berlin,Treptow - Köpenick,Baumschulenweg,552927
Germany,Berlin,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,555352
Germany,Berlin,Mitte,Brunnenstr. Nord,556691
Germany,Berlin,Mitte,Alexanderplatz,559210
Germany,Berlin,Neukölln,Schillerpromenade,559794
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,560578
Germany,Berlin,Charlottenburg-Wilm.,Kurfürstendamm,563505
Germany,Berlin,Pankow,Prenzlauer Berg Nord,564821
Germany,Berlin,Neukölln,Rixdorf,565345
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,566841
Germany,Berlin,Pankow,Helmholtzplatz,568307
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,570055
Germany,Berlin,Spandau,Gatow / Kladow,570153
Germany,Berlin,Treptow - Köpenick,Johannisthal,571074
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,571751
Germany,Berlin,Pankow,Prenzlauer Berg Süd,573171
Germany,Berlin,Mitte,Moabit West,573259
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,574657
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,577552
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,577689
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,578821
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,578927
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,580013
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,582053
Germany,Berlin,Lichtenberg,Neu Lichtenberg,582990
Germany,Berlin,Neukölln,Rudow,583916
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,584012
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,584757
Germany,Berlin,Mitte,Brunnenstr. Süd,585042
Germany,Berlin,Neukölln,Reuterstraße,588011
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,588554
Germany,Berlin,Pankow,Prenzlauer Berg Süd,588556
Germany,Berlin,Neukölln,Rixdorf,589285
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,589293
Germany,Berlin,Neukölln,Rudow,590200
Germany,Berlin,Charlottenburg-Wilm.,Wiesbadener Straße,590948
Germany,Berlin,Steglitz - Zehlendorf,Lankwitz,592020
Germany,Berlin,Neukölln,Schillerpromenade,592059
Germany,Berlin,Mitte,Moabit Ost,593269
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,593920
Germany,Berlin,Mitte,Alexanderplatz,594027
Germany,Berlin,Charlottenburg-Wilm.,Halensee,594032
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,594495
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,595231
Germany,Berlin,Reinickendorf,Ost 2,597413
Germany,Berlin,Mitte,Brunnenstr. Süd,598335
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,598407
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,598982
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,603252
Germany,Berlin,Mitte,Parkviertel,604068
Germany,Berlin,Mitte,Alexanderplatz,604535
Germany,Friedrichshain,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,606926
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,609459
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,609824
Germany,Berlin,Neukölln,Reuterstraße,610496
Germany,Berlin,Mitte,Alexanderplatz,612197
Germany,Berlin,Lichtenberg,Alt-Hohenschönhausen Süd,613219
Germany,Berlin,Mitte,Alexanderplatz,615018
Germany,Berlin,Pankow,Prenzlauer Berg Ost,617544
Germany,Berlin,Neukölln,Reuterstraße,617861
Germany,Berlin,Pankow,Helmholtzplatz,617864
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,618049
Germany,Berlin,Neukölln,Reuterstraße,618234
Germany,Berlin,Mitte,Alexanderplatz,618397
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,623231
Germany,Berlin,Mitte,Brunnenstr. Nord,625013
Germany,Berlin,Reinickendorf,Ost 2,626620
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,626779
Germany,Berlin,Mitte,Brunnenstr. Süd,626782
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,628686
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,628727
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,632824
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,633372
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,633531
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,633881
Germany,Berlin,Neukölln,Reuterstraße,634825
Germany,Berlin,Neukölln,Reuterstraße,636713
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,636902
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,638001
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,638017
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,638162
Germany,Berlin,Pankow,Helmholtzplatz,639988
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,641493
Germany,Berlin,Mitte,Brunnenstr. Süd,642955
Germany,Berlin,Neukölln,Schillerpromenade,643039
Germany,Berlin,Pankow,Prenzlauer Berg Süd,643058
Germany,Berlin,Pankow,Helmholtzplatz,644294
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,647944
Germany,Berlin,Neukölln,Rixdorf,650784
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,652366
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,653677
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,654038
Germany,Berlin,Pankow,Weißensee,655748
Germany,Berlin,Pankow,Helmholtzplatz,656248
Germany,Berlin,Pankow,Weißensee,656753
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,658491
Germany,Berlin,Pankow,Prenzlauer Berg Süd,661030
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,661574
Germany,Berlin,Mitte,Moabit Ost,661782
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,665882
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,667122
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,667608
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,667849
Germany,Berlin,Neukölln,Reuterstraße,667899
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,668847
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,668923
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,668962
Germany,Berlin,Neukölln,Reuterstraße,669330
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,669429
Germany,Berlin,Mitte,Alexanderplatz,671151
Germany,Berlin,Pankow,Prenzlauer Berg Süd,671322
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,671958
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,676548
Germany,Berlin,Pankow,Prenzlauer Berg Ost,676575
Germany,Berlin,Neukölln,Schillerpromenade,677642
Germany,Berlin,Mitte,Brunnenstr. Süd,680999
Germany,Berlin,Mitte,Moabit Ost,681132
Germany,Berlin,Pankow,Schönholz/Wilhelmsruh/Rosenthal,681420
Germany,Berlin,Pankow,Prenzlauer Berg Süd,682423
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,682637
Germany,Berlin,Neukölln,Schillerpromenade,682853
Germany,Berlin,Mitte,Moabit Ost,682854
Germany,Berlin,Neukölln,Schillerpromenade,684673
Germany,Berlin,Mitte,Tiergarten Süd,685944
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,687582
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,687635
Germany,Berlin,Pankow,Weißensee Ost,688163
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,689619
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,690578
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,691366
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,691469
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,693357
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,694871
Germany,Berlin,Lichtenberg,Alt-Hohenschönhausen Nord,696372
Germany,Berlin,Mitte,Brunnenstr. Süd,696647
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,697887
Germany,Berlin,Steglitz - Zehlendorf,Albrechtstr.,698727
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,699443
Germany,Berlin,Mitte,Brunnenstr. Nord,699827
Germany,Berlin,Pankow,Helmholtzplatz,700614
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,700806
Germany,Berlin,Mitte,Regierungsviertel,701356
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,701909
Germany,Berlin,Mitte,Parkviertel,702047
Germany,Berlin,Pankow,Helmholtzplatz,702921
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,703286
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,703748
Germany,Berlin,Neukölln,Schillerpromenade,703969
Germany,Berlin,Mitte,Osloer Straße,704098
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,704265
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,704306
Germany,Berlin,Charlottenburg-Wilm.,Mierendorffplatz,704340
Germany,Berlin,Mitte,Osloer Straße,705910
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,706237
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,706362
Germany,Berlin,Mitte,Brunnenstr. Süd,706700
Germany,Berlin,Mitte,Alexanderplatz,708929
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,709602
Germany,Berlin,Pankow,Weißensee,711452
Germany,Berlin,Neukölln,Gropiusstadt,714312
Germany,Berlin,Lichtenberg,Alt-Lichtenberg,714728
Germany,Berlin,Mitte,Brunnenstr. Süd,715728
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,716568
Germany,Berlin,Mitte,Alexanderplatz,717446
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,717871
Germany,Berlin,Neukölln,Reuterstraße,718433
Germany,Berlin,Pankow,Prenzlauer Berg Nord,719195
Germany,Berlin,Pankow,Helmholtzplatz,719766
Germany,Berlin,Neukölln,Reuterstraße,721768
Germany,Berlin,Pankow,Prenzlauer Berg Nord,722871
Germany,Berlin,Pankow,Karow,723001
Germany,Berlin,Pankow,Karow,723003
Germany,Berlin,Steglitz - Zehlendorf,Albrechtstr.,723097
Germany,Berlin,Mitte,Brunnenstr. Süd,723712
Germany,Berlin,Marzahn - Hellersdorf,Biesdorf,725992
Germany,Berlin,Neukölln,Rixdorf,726236
Germany,Berlin,Charlottenburg-Wilm.,Mierendorffplatz,728115
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,728330
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,728865
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,728981
Germany,Berlin,Neukölln,Reuterstraße,729454
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,730832
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,731285
Germany,Berlin,Mitte,Moabit Ost,737374
Germany,Berlin,Neukölln,Britz,739363
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,741367
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,742211
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,744264
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,749134
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,749508
Germany,Berlin,Mitte,Moabit Ost,750494
Germany,Berlin,Neukölln,Rixdorf,752358
Germany,Berlin,Tempelhof - Schöneberg,Tempelhof,753097
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,753152
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,753246
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,753251
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,753525
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,753978
Germany,Berlin,Pankow,Prenzlauer Berg Süd,758136
Germany,Berlin,Mitte,Moabit Ost,761453
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,761821
Germany,Berlin,Pankow,Prenzlauer Berg Nord,764511
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,766188
Germany,Berlin,Neukölln,Reuterstraße,767461
Germany,Berlin,Charlottenburg-Wilm.,Schmargendorf,767840
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,768330
Germany,Berlin,Mitte,Brunnenstr. Süd,768418
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,768466
Germany,Berlin,Pankow,Helmholtzplatz,768616
Germany,Berlin,Reinickendorf,Ost 1,769334
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,770435
Germany,Berlin,Neukölln,Rixdorf,772353
Germany,Berlin,Neukölln,Rixdorf,772627
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,772740
Germany,Berlin,Neukölln,Schillerpromenade,773695
Germany,Berlin,Mitte,Moabit Ost,776069
Germany,Berlin,Neukölln,Britz,777993
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,778598
Germany,Berlin,Neukölln,Reuterstraße,780540
Germany,Berlin,Neukölln,Rixdorf,781039
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,781141
Germany,Berlin,Neukölln,Schillerpromenade,781180
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,782412
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,782924
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,782997
Germany,Berlin,Mitte,Brunnenstr. Süd,783789
Germany,Berlin,Pankow,Prenzlauer Berg Süd,784500
Germany,Berlin,Mitte,Tiergarten Süd,784782
Germany,Berlin,Pankow,Helmholtzplatz,788464
Germany,Berlin,Mitte,Regierungsviertel,788811
Germany,Berlin,Pankow,Helmholtzplatz,789018
Germany,Berlin,Neukölln,Schillerpromenade,789136
Germany,Berlin,Marzahn - Hellersdorf,Kaulsdorf,789554
Germany,Berlin,Pankow,Helmholtzplatz,790667
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,791747
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,793067
Germany,Berlin,Mitte,Brunnenstr. Süd,794114
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,794284
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,795792
Germany,Berlin,Pankow,Helmholtzplatz,795924
Germany,Berlin,Mitte,Wedding Zentrum,796895
Germany,Berlin,Reinickendorf,Nord 2,799899
Germany,Berlin,Mitte,Tiergarten Süd,800903
Germany,Berlin,Pankow,Prenzlauer Berg Süd,801290
Germany,Berlin,Mitte,Moabit West,803861
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,803960
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,804227
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,804949
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,808174
